system_id,ligand_chain_id,n_atoms,plddt_mean,rmsd
7gi8__1__1.A_1.B__1.R_1.U_1.V,1.V,4,44.83749999999999,0.06808240243304761
7gi9__1__1.A_1.B__1.F,1.F,22,94.36863636363637,0.13530499777960986
7gia__1__1.A_1.B__1.F,1.F,21,91.15380952380953,0.4437353024720057
7gib__1__1.A_1.B__1.E_1.F,1.E,4,50.4775,0.07292295054572842
7gib__1__1.A_1.B__1.E_1.F,1.F,21,94.1038095238095,0.1372853894412331
7gic__1__1.A_1.B__1.E_1.F_1.G,1.E,4,43.987500000000004,0.07473461815825871
7gic__1__1.A_1.B__1.E_1.F_1.G,1.F,21,92.88666666666666,1.352643334001134
7gic__1__1.A_1.B__1.E_1.F_1.G,1.G,4,44.3275,0.04825543915325798
7gid__1__1.A_1.B__1.E_1.F,1.E,4,44.14000000000001,0.07225969208063171
7gid__1__1.A_1.B__1.E_1.F,1.F,20,92.297,0.20875150540532578
7gih__1__1.A_1.B__1.L_1.P,1.L,22,95.25181818181818,0.2634175384691472
7gih__1__1.A_1.B__1.L_1.P,1.P,4,44.9325,0.10345563849089601
7gij__1__1.A_1.B__1.E_1.F,1.E,4,41.6475,0.067549736269106
7gij__1__1.A_1.B__1.E_1.F,1.F,30,91.37366666666668,0.8109456281783319
7gim__1__1.A_1.B__1.E_1.F,1.E,4,57.7825,0.037171699445239806
7gim__1__1.A_1.B__1.E_1.F,1.F,25,91.58959999999999,0.8774781756798915
7gin__1__1.A_1.B__1.F_1.G,1.F,25,92.3372,0.7364345492604867
7gin__1__1.A_1.B__1.F_1.G,1.G,4,51.14,0.04812131536079808
7gio__1__1.A_1.B__1.L_1.O,1.L,23,92.5295652173913,0.514599220650157
7gio__1__1.A_1.B__1.L_1.O,1.O,4,49.012499999999996,0.06268295241109369
7gip__1__1.A_1.B__1.N_1.O,1.N,30,88.58333333333333,1.0160515492659996
7gip__1__1.A_1.B__1.N_1.O,1.O,4,53.29,0.06080410998561647
7giq__1__1.A_1.B__1.F_1.G,1.F,28,92.02357142857144,0.3226384516590438
7giq__1__1.A_1.B__1.F_1.G,1.G,4,49.0475,0.061925939290984874
7gir__1__1.A_1.B__1.F_1.I,1.F,25,94.762,0.21210492481345727
7gir__1__1.A_1.B__1.F_1.I,1.I,4,48.5,0.08820374849628441
7gis__1__1.A_1.B__1.E_1.F,1.E,4,52.39999999999999,0.07695017255660465
7gis__1__1.A_1.B__1.E_1.F,1.F,21,93.72142857142858,0.16836257943262986
7git__1__1.A_1.B__1.E_1.F,1.E,4,49.4075,0.07407864098017931
7git__1__1.A_1.B__1.E_1.F,1.F,24,93.02916666666665,0.3598236915300153
7giu__1__1.A_1.B__1.K_1.L,1.K,25,94.5392,0.3098691589382673
7giu__1__1.A_1.B__1.K_1.L,1.L,4,49.9975,0.05231144798794974
7gix__1__1.A_1.B__1.E_1.F,1.E,4,46.595,0.08356132946957134
7gix__1__1.A_1.B__1.E_1.F,1.F,27,94.45999999999997,0.24061863345398887
7giy__1__1.A_1.B__1.E_1.F,1.E,4,59.305,0.0700944524417353
7giy__1__1.A_1.B__1.E_1.F,1.F,21,91.81285714285715,0.3369286288491762
7giz__1__1.A_1.B__1.E_1.F_1.G,1.E,4,45.589999999999996,0.1969769375448542
7giz__1__1.A_1.B__1.E_1.F_1.G,1.F,27,91.74407407407406,0.7396066099758092
7giz__1__1.A_1.B__1.E_1.F_1.G,1.G,4,42.019999999999996,0.11042889602341989
7gj0__1__1.A_1.B__1.M_1.N,1.M,32,94.12125,0.5764997832068379
7gj0__1__1.A_1.B__1.M_1.N,1.N,4,41.2025,0.06634181919587133
7gj2__1__1.A_1.B__1.E_1.F,1.E,4,47.147499999999994,0.07181492219036983
7gj2__1__1.A_1.B__1.E_1.F,1.F,34,91.28235294117647,0.6589835858901406
7gj4__1__1.A_1.B__1.E_1.F,1.E,4,59.1575,0.05992451387104962
7gj4__1__1.A_1.B__1.E_1.F,1.F,25,92.444,2.0008886266729284
7gj6__1__1.A_1.B__1.E_1.F,1.E,4,48.4225,0.054041627880574546
7gj6__1__1.A_1.B__1.E_1.F,1.F,23,91.76,0.4426374278226887
7gj8__1__1.A_1.B__1.E_1.F,1.E,4,50.1875,0.05939422030885804
7gj8__1__1.A_1.B__1.E_1.F,1.F,24,94.42333333333333,0.29486973347302964
7gjb__1__1.A_1.B__1.E_1.F_1.H,1.E,4,62.7125,0.30335564021012085
7gjb__1__1.A_1.B__1.E_1.F_1.H,1.F,29,90.69620689655173,0.8823814155284136
7gjb__1__1.A_1.B__1.E_1.F_1.H,1.H,4,40.215,0.07119114018597367
7gjc__1__1.A_1.B__1.E,1.E,27,95.6637037037037,0.2618546890573588
7gjd__1__1.A_1.B__1.E_1.F,1.E,4,46.212500000000006,0.05630716575284035
7gjd__1__1.A_1.B__1.E_1.F,1.F,25,93.83319999999999,0.18054057026614923
7gjf__1__1.A_1.B__1.E_1.F,1.E,4,52.485,0.07721151213887766
7gjf__1__1.A_1.B__1.E_1.F,1.F,33,90.59848484848484,3.0734184093623127
7gjg__1__1.A_1.B__1.E_1.F,1.E,4,44.53,0.05511876325214031
7gjg__1__1.A_1.B__1.E_1.F,1.F,37,85.70351351351351,0.8318793177343836
7gji__1__1.A_1.B__1.L,1.L,27,95.23407407407406,0.17454689997082515
7gjk__1__1.A_1.B__1.E_1.F,1.E,4,46.8925,0.08203021231576434
7gjk__1__1.A_1.B__1.E_1.F,1.F,28,93.65107142857141,0.6846674808473253
7gjl__1__1.A_1.B__1.D_1.E,1.D,4,46.2575,0.06829194220528495
7gjl__1__1.A_1.B__1.D_1.E,1.E,25,95.3168,0.23888804114373144
7gjm__1__1.A_1.B__1.E_1.F_1.H,1.E,4,44.995,0.06697050361600637
7gjm__1__1.A_1.B__1.E_1.F_1.H,1.F,25,94.38119999999999,0.660968284286414
7gjm__1__1.A_1.B__1.E_1.F_1.H,1.H,4,38.835,0.043272601643597516
7gjp__1__1.A_1.B__1.E_1.F,1.E,4,44.35249999999999,0.06183101667746855
7gjp__1__1.A_1.B__1.E_1.F,1.F,27,96.18592592592591,0.219117621536864
7gjq__1__1.A_1.B__1.E_1.F,1.E,4,49.364999999999995,0.07315626430965617
7gjq__1__1.A_1.B__1.E_1.F,1.F,24,93.66166666666668,0.17753231229138064
7gjv__1__1.A_1.B__1.J_1.K,1.J,27,95.48888888888888,0.5149485268109967
7gjv__1__1.A_1.B__1.J_1.K,1.K,4,47.735,0.04561583617935996
7gjx__1__1.A_1.B__1.E_1.J,1.E,4,56.5125,0.09263960553506148
7gjx__1__1.A_1.B__1.E_1.J,1.J,24,90.29874999999998,0.6612915565063365
7gjy__1__1.A_1.B__1.H_1.I,1.H,32,86.36031249999999,1.881519640394834
7gjy__1__1.A_1.B__1.H_1.I,1.I,4,52.862500000000004,0.06510999877445557
7gjz__1__1.A_1.B__1.I_1.K,1.I,34,93.30529411764708,0.830886898673777
7gjz__1__1.A_1.B__1.I_1.K,1.K,4,45.235,0.07492787913918805
7gk0__1__1.A_1.B__1.E_1.J,1.E,4,42.980000000000004,0.06346363720994266
7gk0__1__1.A_1.B__1.E_1.J,1.J,28,95.79892857142859,0.1616635936367943
7gk1__1__1.A_1.B__1.D_1.I,1.D,4,45.565,0.0531068657783018
7gk1__1__1.A_1.B__1.D_1.I,1.I,25,94.8056,0.18104872572574418
7gk2__1__1.A_1.B__1.E_1.J,1.E,4,41.894999999999996,0.05453803918516356
7gk2__1__1.A_1.B__1.E_1.J,1.J,35,90.19314285714285,0.900954108784581
7gk3__1__1.A_1.B__1.E_1.J,1.E,4,46.582499999999996,0.07185330179659585
7gk3__1__1.A_1.B__1.E_1.J,1.J,25,92.42439999999999,0.3924174983270082
7gk6__1__1.A_1.B__1.E_1.J,1.E,4,55.055,0.05539274917200951
7gk6__1__1.A_1.B__1.E_1.J,1.J,24,91.34083333333335,0.7652658758888792
7gk7__1__1.A_1.B__1.H,1.H,38,91.71631578947367,1.9313430108343155
7gk8__1__1.A_1.B__1.H,1.H,27,92.83592592592592,0.2299978347749238
7gk9__1__1.A_1.B__1.M_1.O,1.M,27,96.71148148148148,0.1525241077266775
7gk9__1__1.A_1.B__1.M_1.O,1.O,4,48.62,0.05294626343633933
7gka__1__1.A_1.B__1.E_1.J,1.E,4,50.6825,0.028375709802738947
7gka__1__1.A_1.B__1.E_1.J,1.J,23,96.13826086956523,0.47009720123412074
7gkc__1__1.A_1.B__1.E_1.J,1.E,4,45.940000000000005,0.07244610284235281
7gkc__1__1.A_1.B__1.E_1.J,1.J,31,91.97516129032259,0.371146420824291
7gke__1__1.A_1.B__1.E_1.J,1.E,4,45.309999999999995,0.04261488663182883
7gke__1__1.A_1.B__1.E_1.J,1.J,27,92.07592592592593,0.6669710279356568
7gkf__1__1.A_1.B__1.E_1.J,1.E,4,52.20249999999999,0.0461268650972123
7gkf__1__1.A_1.B__1.E_1.J,1.J,26,93.34076923076924,0.9506394912142909
7gkg__1__1.A_1.B__1.E_1.J,1.E,4,49.5975,0.08078704212800303
7gkg__1__1.A_1.B__1.E_1.J,1.J,24,92.88916666666665,0.23626159895835372
7gkh__1__1.A_1.B__1.J,1.J,24,92.97500000000001,0.8468394630343087
7gkj__1__1.A_1.B__1.E_1.J_1.K,1.E,4,40.879999999999995,0.05322631525003436
7gkj__1__1.A_1.B__1.E_1.J_1.K,1.J,37,92.8289189189189,1.2678065606313669
7gkj__1__1.A_1.B__1.E_1.J_1.K,1.K,4,40.0475,0.06781148741194654
7gkk__1__1.A_1.B__1.O,1.O,22,93.47909090909089,0.35542122642437546
7gkm__1__1.A_1.B__1.I_1.J,1.I,27,96.84481481481482,0.17939965572835395
7gkm__1__1.A_1.B__1.I_1.J,1.J,4,50.11,0.05876553792012812
7gkn__1__1.A_1.B__1.Q_1.S_1.T,1.Q,27,96.09629629629629,0.4161137485330531
7gkn__1__1.A_1.B__1.Q_1.S_1.T,1.S,4,39.995,0.08203995842592883
7gkn__1__1.A_1.B__1.Q_1.S_1.T,1.T,4,41.2725,0.12516593794863892
7gko__1__1.A_1.B__1.I_1.J,1.I,32,89.525,2.037888272077072
7gko__1__1.A_1.B__1.I_1.J,1.J,4,52.32,0.05530885624969184
7gkp__1__1.A_1.B__1.D_1.I_1.J,1.D,4,43.949999999999996,0.07900119277199853
7gkp__1__1.A_1.B__1.D_1.I_1.J,1.I,30,91.65233333333335,1.2664654020650723
7gkp__1__1.A_1.B__1.D_1.I_1.J,1.J,4,41.7975,0.058849093017476185
7gkq__1__1.A_1.B__1.E_1.J,1.E,4,52.735,0.0752384211902064
7gkq__1__1.A_1.B__1.E_1.J,1.J,29,90.91344827586208,0.4577830281848687
7gks__1__1.A_1.B__1.H,1.H,33,90.24909090909091,0.3242412518362176
7gkt__1__1.A_1.B__1.E_1.J,1.E,4,48.12500000000001,0.061151852135940224
7gkt__1__1.A_1.B__1.E_1.J,1.J,30,90.787,1.2846215541513715
7gkw__1__1.A_1.B__1.E_1.J,1.E,4,46.379999999999995,0.07043560226684567
7gkw__1__1.A_1.B__1.E_1.J,1.J,30,93.699,0.16324386413670777
7gkx__1__1.A_1.B__1.I,1.I,28,93.12428571428573,0.7997865141495337
7gkz__1__1.A_1.B__1.E_1.J,1.E,4,62.43750000000001,0.08116498477814632
7gkz__1__1.A_1.B__1.E_1.J,1.J,23,86.11565217391305,0.8199896024958088
7gl1__1__1.A_1.B__1.D_1.I,1.D,4,44.089999999999996,0.07319771053235595
7gl1__1__1.A_1.B__1.D_1.I,1.I,26,96.04807692307692,0.21427689797639285
7gl2__1__1.A_1.B__1.H_1.I,1.H,33,90.72636363636364,0.4214501731662099
7gl2__1__1.A_1.B__1.H_1.I,1.I,4,54.22,0.047023714671783595
7gl3__1__1.A_1.B__1.H,1.H,31,88.14032258064519,1.0313622649898275
7gl5__1__1.A_1.B__1.D_1.I_1.K,1.D,4,42.14,0.07273336672690904
7gl5__1__1.A_1.B__1.D_1.I_1.K,1.I,31,94.47193548387098,0.701293793390169
7gl5__1__1.A_1.B__1.D_1.I_1.K,1.K,4,43.167500000000004,0.05050100856114956
7gl6__1__1.A_1.B__1.E_1.J,1.E,4,49.144999999999996,0.05309210897511375
7gl6__1__1.A_1.B__1.E_1.J,1.J,24,96.35500000000002,0.2276523050889236
7gl7__1__1.A_1.B__1.E_1.J,1.E,4,54.8175,0.059710144049294714
7gl7__1__1.A_1.B__1.E_1.J,1.J,31,94.5516129032258,0.4754014682811731
7gla__1__1.A_1.B__1.I,1.I,28,89.77428571428572,0.9084344313785087
7glb__1__1.A_1.B__1.N,1.N,30,90.364,0.3557415029206647
7gld__1__1.A_1.B__1.H,1.H,31,90.73612903225809,0.612265521508046
7glg__1__1.A_1.B__1.H,1.H,32,87.361875,0.9805951197258574
7gli__1__1.A_1.B__1.L,1.L,34,86.7844117647059,1.5331802802510917
7gln__1__1.A_1.B__1.I,1.I,31,88.59064516129031,1.4801601754328615
7glo__1__1.A_1.B__1.E_1.J,1.E,4,47.5475,0.041018933863954575
7glo__1__1.A_1.B__1.E_1.J,1.J,20,92.58400000000002,0.15091588047976434
7glq__1__1.A_1.B__1.E_1.J,1.E,4,36.714999999999996,0.08387551024924686
7glq__1__1.A_1.B__1.E_1.J,1.J,20,91.78049999999999,0.18269163736696525
7glw__1__1.A_1.B__1.E_1.J_1.K,1.E,4,41.4,0.06898690076195829
7glw__1__1.A_1.B__1.E_1.J_1.K,1.J,4,59.3075,0.06358064561485101
7glw__1__1.A_1.B__1.E_1.J_1.K,1.K,27,95.4911111111111,0.20285566529603055
7gly__1__1.A_1.B__1.I,1.I,32,89.456875,2.4810236557795027
7gm0__1__1.A_1.B__1.N,1.N,33,88.97212121212121,1.527245792683029
7gm1__1__1.A_1.B__1.I,1.I,34,90.27441176470587,0.7921105947729833
7gm3__1__1.A_1.B__1.D_1.I,1.D,4,52.39,0.04906941784057504
7gm3__1__1.A_1.B__1.D_1.I,1.I,25,93.90039999999999,0.34409903563071925
7gm4__1__1.A_1.B__1.I,1.I,30,92.08866666666667,0.29663930324534427
7gm5__1__1.A_1.B__1.I,1.I,31,91.01451612903227,1.1228393027471084
7gm6__1__1.A_1.B__1.N,1.N,33,92.53060606060605,0.703856543816336
7gm8__1__1.A_1.B__1.I,1.I,30,91.68566666666666,0.39974324619286733
7gm9__1__1.A_1.B__1.I,1.I,32,94.516875,0.24231843336483788
7gma__1__1.A_1.B__1.J,1.J,36,83.77694444444445,2.882183367060595
7gmb__1__1.A_1.B__1.D_1.I,1.D,4,44.79,0.05022379266779579
7gmb__1__1.A_1.B__1.D_1.I,1.I,27,91.7237037037037,0.5092537256545092
7gmh__1__1.A_1.B__1.O,1.O,24,94.03083333333332,0.2622214868757939
7gmi__1__1.A_1.B__1.D_1.I,1.D,4,45.905,0.0857047410751672
7gmi__1__1.A_1.B__1.D_1.I,1.I,25,92.52960000000003,0.839068801866096
7gmj__1__1.A_1.B__1.E_1.J_1.K,1.E,4,46.525,0.04305434025714359
7gmj__1__1.A_1.B__1.E_1.J_1.K,1.J,4,44.26,0.06082152639928283
7gmj__1__1.A_1.B__1.E_1.J_1.K,1.K,26,96.82538461538462,0.31586357449005953
7gmk__1__1.A_1.B__1.E_1.J,1.E,4,48.265,0.05897736162838407
7gmk__1__1.A_1.B__1.E_1.J,1.J,24,94.00041666666668,0.17621155410042755
7gml__1__1.A_1.B__1.E_1.J,1.E,4,42.59,0.060319246316837716
7gml__1__1.A_1.B__1.E_1.J,1.J,27,91.42962962962964,0.927056630017103
7gmm__1__1.A_1.B__1.E_1.J,1.E,4,52.4,0.0598785375663704
7gmm__1__1.A_1.B__1.E_1.J,1.J,25,92.20120000000001,0.3957471894741829
7gmo__1__1.A_1.B__1.E_1.J,1.E,4,53.11,0.04046705028494685
7gmo__1__1.A_1.B__1.E_1.J,1.J,30,90.41266666666665,0.5958018214158443
7gmp__1__1.A_1.B__1.D_1.I,1.D,4,49.065,0.040886670127358256
7gmp__1__1.A_1.B__1.D_1.I,1.I,24,93.93416666666667,0.6016390530729314
7gmq__1__1.A_1.B__1.D_1.I,1.D,4,43.330000000000005,0.05667949515475195
7gmq__1__1.A_1.B__1.D_1.I,1.I,27,91.36444444444443,0.5360482739409925
7gms__1__1.A_1.B__1.I,1.I,38,88.4242105263158,0.6073806109980587
7gmu__1__1.A_1.B__1.I,1.I,25,92.9468,0.2953404753266612
7gmw__1__1.A_1.B__1.E_1.J,1.E,4,47.465,0.04398011634181588
7gmw__1__1.A_1.B__1.E_1.J,1.J,31,89.97225806451613,0.449999760263788
7gmy__1__1.A_1.B__1.I,1.I,33,89.00242424242424,0.3691472618236398
7gn0__1__1.A_1.B__1.I,1.I,33,89.60000000000001,0.695936895859269
7gn4__1__1.A_1.B__1.E_1.J,1.E,4,57.3825,0.08942465000509396
7gn4__1__1.A_1.B__1.E_1.J,1.J,32,89.2865625,0.6771000334814774
7gn5__1__1.A_1.B__1.I,1.I,34,85.94735294117648,1.5070036992881408
7gn8__1__1.A_1.B__1.I_1.J,1.I,31,95.43741935483872,0.23566500380521846
7gn8__1__1.A_1.B__1.I_1.J,1.J,4,51.12,0.036922513696526264
7gn9__1__1.A_1.B__1.O,1.O,32,89.5065625,0.5901595037542039
7gnb__1__1.A_1.B__1.M_1.O,1.M,35,92.23800000000001,0.23615846120114423
7gnb__1__1.A_1.B__1.M_1.O,1.O,4,53.08,0.047822897070864755
7gnc__1__1.A_1.B__1.E_1.J,1.E,4,52.5475,0.09439491643542647
7gnc__1__1.A_1.B__1.E_1.J,1.J,32,96.0765625,0.30091258163307766
7gnd__1__1.A_1.B__1.E_1.J,1.E,4,50.5,0.057728425601499885
7gnd__1__1.A_1.B__1.E_1.J,1.J,26,92.19923076923078,0.3154289466498765
7gnf__1__1.A_1.B__1.P_1.R,1.P,27,95.45370370370371,0.19509044734804032
7gnf__1__1.A_1.B__1.P_1.R,1.R,4,47.425,0.07580126983975513
7gng__1__1.A_1.B__1.Q,1.Q,31,95.53419354838711,0.3225149672056878
7gnh__1__1.A_1.B__1.M,1.M,41,91.09878048780487,1.6850129627456918
7gni__1__1.A_1.B__1.E_1.J_1.K,1.E,4,41.24249999999999,0.09284678282112017
7gni__1__1.A_1.B__1.E_1.J_1.K,1.J,33,95.67939393939396,0.31283224651546876
7gni__1__1.A_1.B__1.E_1.J_1.K,1.K,4,42.8925,0.0477443628161654
7gnk__1__1.A_1.B__1.T,1.T,34,94.66176470588236,0.6728686309604002
7gnl__1__1.A_1.B__1.N,1.N,42,87.51738095238095,1.766693679446051
7gnm__1__1.A_1.B__1.S,1.S,40,85.099,1.8041350436185224
7gnn__1__1.A_1.B__1.I,1.I,37,86.15,3.2773446627837193
7gno__1__1.A_1.B__1.P_1.S,1.P,39,88.7528205128205,2.828892322784525
7gno__1__1.A_1.B__1.P_1.S,1.S,4,46.94,0.11713438381670291
7gnp__1__1.A_1.B__1.H_1.J,1.H,39,90.07820512820513,1.242815755598263
7gnp__1__1.A_1.B__1.H_1.J,1.J,4,35.574999999999996,0.09990347515354008
7gnq__1__1.A_1.B__1.G_1.I_1.L,1.G,38,83.92552631578947,2.313080758599015
7gnq__1__1.A_1.B__1.G_1.I_1.L,1.I,4,61.93,0.1147734561411749
7gnq__1__1.A_1.B__1.G_1.I_1.L,1.L,4,41.885,0.10159435612351804
7gnr__1__1.A_1.B__1.E_1.J,1.E,4,51.235,0.08747051075134853
7gnr__1__1.A_1.B__1.E_1.J,1.J,34,96.4014705882353,0.37837624125128283
7gns__1__1.A_1.B__1.H_1.J,1.H,36,94.67916666666667,0.46326615650261227
7gns__1__1.A_1.B__1.H_1.J,1.J,4,35.085,0.047599313598828734
7gnt__1__1.A_1.B__1.N_1.O,1.N,4,36.9475,0.06324843534136125
7gnt__1__1.A_1.B__1.N_1.O,1.O,37,94.54108108108109,0.9509933118642566
7gnu__1__1.A_1.B__1.O_1.Q,1.O,36,92.87027777777777,0.8830691950138234
7gnu__1__1.A_1.B__1.O_1.Q,1.Q,4,34.4075,0.2588426675439751
7gs0__1__1.A_1.B__1.D,1.D,18,61.35777777777777,1.1459442824661275
7jni__1__1.A__1.C,1.C,38,70.07394736842105,1.5477774704091587
7kkh__1__1.A_1.B__1.D,1.D,30,93.45033333333335,1.0669988074126555
7klf__1__1.A__1.D_1.E_1.G,1.G,28,93.14928571428571,0.22559019364922805
7knr__1__1.A__1.B_1.C_1.D,1.D,30,90.98266666666667,0.9194460769506885
7ko6__1__1.A__1.D,1.D,31,96.02225806451614,1.072596651621808
7kop__1__1.A__1.B_1.C_1.D,1.D,28,90.65500000000002,1.5334599740515744
7kxz__1__1.A__1.C,1.C,40,79.01225000000001,1.004336133902081
7l1j__1__1.A_1.B__1.E_1.G,1.E,25,91.87960000000001,1.253823180481015
7l1j__1__1.A_1.B__1.E_1.G,1.G,5,79.842,0.016031801253372713
7l1p__1__1.A_1.B__1.C,1.C,57,22.29736842105263,4.319103835300411
7l3m__1__1.A__1.B_1.D_1.E_1.F_1.G,1.D,10,87.14500000000001,0.4134727670863538
7l3m__1__1.A__1.B_1.D_1.E_1.F_1.G,1.E,28,93.65571428571431,0.23496290143029314
7l3m__1__1.A__1.B_1.D_1.E_1.F_1.G,1.F,3,75.23333333333335,0.08806003185361391
7l9g__1__1.A__1.B_1.D,1.B,4,85.9525,0.35778613975415896
7l9g__1__1.A__1.B_1.D,1.D,38,93.3434210526316,1.422847279075526
7lbv__1__1.A__1.B,1.B,20,97.4545,0.25115940203158676
7ldy__1__1.A_1.B__1.H,1.H,39,73.89615384615384,0.34063190343680827
7le3__1__1.A_1.B__1.C,1.C,41,81.42439024390244,0.2888139994166434
7le5__1__1.A_1.B__1.H,1.H,42,82.04190476190476,0.2945454935801834
7le6__1__1.A_1.B__1.C,1.C,42,81.09880952380952,0.332811206925984
7lff__1__1.A__1.C_1.D,1.C,27,89.87592592592594,0.19390555508487192
7lm4__1__1.A__1.B_1.C_1.D,1.D,29,91.1493103448276,0.6354315950408752
7lov__1__1.A__1.C_1.D_1.H,1.C,11,91.83454545454546,0.12759585747622415
7lov__1__1.A__1.C_1.D_1.H,1.D,25,91.83319999999998,0.4592223960079847
7lp0__1__1.A__1.C,1.C,17,94.28,0.27073569166288036
7lpk__1__1.A__1.C,1.C,15,94.656,0.18970006004087941
7lpw__1__1.A_1.B__1.G,1.G,29,19.02241379310345,1.2408133436275377
7lrk__1__1.A__1.C,1.C,15,94.65199999999999,0.9989237878695851
7lro__1__1.A__1.D,1.D,14,93.04642857142858,0.3001115659871362
7ltx__1__1.A__1.E_1.F_1.G,1.E,31,91.30806451612905,0.7259196780753533
7ltx__1__1.A__1.E_1.F_1.G,1.G,40,87.348,0.7168874810426996
7ltz__1__1.A__1.B_1.C,1.B,40,97.452,0.7484183303602647
7ltz__1__1.A__1.B_1.C,1.C,8,66.02125,1.1914371306389118
7lv3__1__1.A_1.B__1.C_1.D_1.E,1.E,31,80.87354838709679,0.31590958726081175
7lvy__1__1.A__1.B_1.D,1.B,25,97.2368,0.26742835955200733
7lvy__1__1.A__1.B_1.D,1.D,12,90.7675,0.8003481384666504
7lxr__1__1.A__1.E_1.F,1.E,31,95.18225806451613,0.1604077167426912
7lzr__1__1.A_1.B__1.H,1.H,38,96.9221052631579,0.33074862228549096
7m9g__1__1.A_1.B__1.E,1.E,41,44.77780487804878,2.257619693674867
7m9h__1__1.A_1.B__1.E,1.E,42,60.69499999999999,4.675633781770131
7m9r__1__1.A_1.B__1.C,1.C,42,80.45547619047619,0.42150465183876146
7m9t__1__1.A_1.B__1.D,1.D,42,77.86785714285715,0.43952095926738405
7m9v__1__1.A_1.B__1.C,1.C,41,39.264634146341464,2.9786927750381436
7m9x__1__1.A_1.B__1.C,1.C,43,48.133488372093026,2.003276670910733
7ma0__1__1.A_1.B__1.I,1.I,39,44.91974358974359,3.5782538823902597
7ma1__1__1.A_1.B__1.M,1.M,40,40.329750000000004,1.8086032567152848
7ma2__1__1.A_1.B__1.E,1.E,40,63.4215,4.080711419842247
7ma3__1__1.A_1.B__1.E,1.E,40,37.34775,2.6768593816200683
7ma4__1__1.A_1.B__1.D,1.D,40,84.66299999999998,0.2574397664681828
7ma5__1__1.A_1.B__1.G,1.G,41,46.535121951219516,3.385947761942023
7ma7__1__1.A_1.B__1.E,1.E,41,42.40048780487805,3.5300970274892856
7ma8__1__1.A_1.B__1.E,1.E,41,91.25975609756098,0.26411520384805215
7maq__1__1.A_1.B__1.C,1.C,38,95.90342105263157,0.5019773530772746
7mgj__1__1.A__1.E,1.E,31,94.33322580645162,0.2837201342209256
7mgk__1__1.A__1.E,1.E,31,94.75290322580646,0.20601842060012765
7mgt__1__1.A__1.B_1.C_1.D,1.D,28,91.48821428571428,0.3173272989905352
7mlo__1__1.A__1.C,1.C,17,94.97470588235292,0.5225689664228735
7mlp__1__1.A__1.B,1.B,16,95.57,0.5922372382467113
7mlt__1__1.A__1.W,1.W,16,95.52499999999999,0.33816860188965686
7mof__1__1.A__1.C,1.C,40,77.44149999999999,1.7815722185106009
7mog__1__1.A__1.C,1.C,41,79.88024390243902,1.6125285205008535
7mwn__1__1.A_1.B__1.C,1.C,32,97.21406250000001,0.27459998165226907
7mwt__1__1.A__1.B_1.C,1.B,53,93.50622641509432,0.24840508124654373
7mwt__1__1.A__1.B_1.C,1.C,10,84.476,0.520228998083742
7mwu__1__1.A__1.B_1.C,1.B,53,94.31660377358492,0.7172940262336086
7mwu__1__1.A__1.B_1.C,1.C,7,88.91571428571429,0.05262024213537598
7mwv__1__1.A__1.B_1.C,1.B,53,95.47150943396225,0.3886986716014698
7mwv__1__1.A__1.B_1.C,1.C,6,89.28333333333332,0.18527790205612732
7mxk__1__1.A__1.B_1.C,1.C,32,91.059375,1.250531539648371
7n1r__1__1.A__1.P_1.Q_1.R,1.Q,23,94.8808695652174,0.31114176739100446
7n1r__1__1.A__1.P_1.Q_1.R,1.R,5,89.302,0.05964173850046607
7n2m__1__1.A__1.D_1.E_1.F,1.D,28,77.05678571428571,0.2750602350887465
7n8w__1__1.A_1.B__1.C_1.E,1.C,23,29.514782608695654,0.47381386978386436
7n9g__1__1.A__1.E_1.F,1.E,33,92.30363636363636,0.7408372720948005
7n9g__1__1.A__1.E_1.F,1.F,5,65.776,0.020607381898778174
7nag__1__1.A__1.C,1.C,46,81.8104347826087,2.153075211298626
7nah__1__1.A__1.C,1.C,46,80.58826086956522,2.4255634845898193
7nai__1__1.A__1.C,1.C,46,80.04891304347825,2.7476925912803285
7nb3__1__1.A__1.C,1.C,33,82.24848484848485,2.4847623307267552
7nb7__1__1.A__1.E,1.E,35,94.6677142857143,0.2922968248950393
7nlk__1__1.A__1.C_1.E,1.E,16,85.69187500000001,0.9690755578097802
7nlm__1__1.A__1.B_1.C,1.B,17,91.32529411764706,0.9534425571005909
7nqw__1__1.A__1.D_1.E_1.F,1.D,4,58.92,0.1135459138216028
7nqw__1__1.A__1.D_1.E_1.F,1.E,4,61.61,0.08020644958581268
7nqw__1__1.A__1.D_1.E_1.F,1.F,38,95.94473684210527,0.32936351876121966
7nr5__1__1.A__1.F,1.F,41,95.52585365853659,0.7970396936746738
7nsn__1__1.A__1.J,1.J,14,68.46357142857143,0.6316402773378537
7ntb__1__1.A__1.B_1.C,1.C,28,95.41750000000002,0.197017415642838
7ntz__1__1.A__1.B,1.B,31,91.74322580645163,0.29578769895882584
7nu0__1__1.A__1.C_1.D_1.E,1.C,31,86.90806451612902,1.3049602720894515
7nu0__1__1.A__1.C_1.D_1.E,1.E,8,88.31125,0.634841700577631
7nwa__1__1.A_1.B__1.E,1.E,26,73.40499999999999,0.23267237117609427
7nwc__1__1.A_1.B__1.G,1.G,23,71.05478260869566,1.6618804238876845
